label,duration,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,file,strain
flat-mz,0.2078,36100,36600,40500,41500,41500,41500,41900,41900,41900,41900,41900,42400,42900,42400,42400,42400,42900,43400,43400,43400,43400,42900,43400,42900,42900,42400,42400,42900,42900,42900,42900,42900,43400,43900,43400,43400,43900,43400,43400,42900,42900,42400,42400,42400,41900,41900,41900,41000,35100,35600,T0000105,SD
flat-mz,0.3599,34100,34600,35100,35600,35600,36100,36600,36600,36600,36100,36100,36600,36600,,37100,41900,36100,36600,42400,41900,42400,42900,41900,41900,42900,42900,42400,42400,42400,42400,42400,42400,42400,42400,42900,42900,42400,42400,42400,42400,42400,42400,42400,42400,42900,42900,42400,42400,36100,34100,T0000105,SD
flat-mz,0.2232,33200,34100,35100,35600,36100,36600,36600,42400,37500,37100,37100,37100,37500,37100,36600,36600,36600,37500,41900,36600,36100,36100,36100,36100,36100,35600,35600,35100,35100,35100,35100,34600,,34600,34100,,34100,35100,34600,34600,34600,34600,,68300,34100,34100,34100,34100,34100,32700,T0000105,SD
flat,0.1505,33200,33600,34600,35100,35100,35100,35600,35100,35600,36100,36100,36100,72700,35600,72200,36100,36100,36100,36100,35600,35600,36100,35600,35600,35600,35600,35100,35100,35100,34600,34600,34600,34600,34600,34600,,34600,34100,34600,34100,34600,34600,34100,34600,34100,33600,33600,33200,32700,,T0000105,SD
flat-mz,0.2718,34100,34600,35600,35600,36600,36600,36600,37100,36600,37100,37100,36100,37100,37500,37500,36100,35600,36600,36600,36600,36600,36100,35600,35600,35100,34600,,35600,36100,36600,42900,42900,42900,42900,42400,42400,42400,,37100,37100,36600,73700,37100,36100,35600,35100,35600,35100,34100,33200,T0000105,SD
flat,0.1003,33200,33600,34600,35100,34600,34600,35100,35100,36100,36100,36100,36100,36100,36600,37500,37100,37100,37100,36600,36600,36600,37100,37500,,,36600,37100,37100,37100,37100,36600,36100,36600,36600,35600,36100,36100,36600,36100,36100,36600,36600,36600,36600,36100,36100,,36100,35600,,T0000105,SD
flat,0.1402,,32700,33200,33600,,,34600,,35100,35100,34600,35100,35100,34600,,34600,,,,35100,,34600,,,34600,34600,35100,34600,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,34600,34600,,,,35100,,33200,T0000105,SD
flat,0.0839,33600,33600,34600,,34100,34600,34600,,34100,35100,35100,35100,35100,34600,35600,35100,35100,34600,34600,35100,35100,35100,35100,35100,35100,35100,35100,35600,35600,35100,35100,35100,35100,34600,35100,35100,35600,35600,35600,36100,36100,36100,36100,36100,36100,35600,35600,35600,35100,36600,T0000105,SD
flat,0.1034,32700,33200,33600,33600,33600,34100,34100,34100,34100,34100,34600,34600,34600,34600,34100,34100,35100,34600,34600,34600,35100,35100,34600,35100,34600,35100,35100,35100,34600,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,34600,34600,34600,34100,34100,34100,T0000105,SD
flat,0.0896,32700,33200,33600,33600,34100,34100,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34100,34100,34100,34100,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34100,34100,T0000105,SD
short,0.0112,,,,,,,,,,33600,33600,33600,34600,34600,34600,34600,34100,34100,34100,34100,34100,34100,34100,34600,34600,34600,34600,34600,34600,34600,34600,34600,34100,34100,,,,,,,,,,34600,34600,34600,34600,,,,T0000105,SD
flat,0.0133,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,,T0000105,SD
step down,0.0368,71700,71700,72200,72200,72200,72700,72700,72200,72200,72200,72200,71700,71700,71700,71700,71700,71200,71200,71200,70800,70300,70300,70300,70300,70300,,,,45400,44900,44900,44400,,45800,,45400,45800,45800,45800,45800,45800,45800,45800,45800,46300,46300,46300,46300,46300,,T0000105,SD
short,0.004,,,,,,,,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,63900,T0000105,SD
short,0.0087,42900,42900,42900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,T0000105,SD
flat,0.1571,42400,42900,,,,43900,43900,43400,42900,42400,41900,41500,41000,41000,40500,,40500,40500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,,40000,,,,41900,41900,41900,,,,,,42400,42400,42400,42400,42400,41900,T0000105,SD
flat,0.0552,43900,42900,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,42900,43400,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,42400,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41500,41500,41000,41000,41000,40500,40500,40500,40500,40000,T0000105,SD
flat,0.0988,40000,40500,40500,40500,41000,,,41900,42400,42400,42400,42400,42400,42400,42400,,,,,43400,43400,42900,42900,42900,42900,42900,,,,42900,42400,42400,42900,42900,42400,41900,41900,41000,41000,41000,41000,41000,,,,40500,40500,40500,40000,40000,T0000105,SD
flat-mz,0.1264,40500,41000,41000,40500,40500,40500,40500,,,40500,,40500,41000,41000,41000,41000,41000,41000,41000,41000,40500,40000,40000,34600,34600,,,,,,,,,34600,34100,34100,34600,34600,34100,34600,34600,34600,34600,34600,,40000,40000,40000,40500,40000,T0000105,SD
flat,0.0824,42900,42400,42400,41900,41900,41500,41000,40000,40000,40000,40000,40000,40500,41000,41500,41500,41000,41000,41500,41000,41000,40500,41000,40500,40500,40000,40500,40000,40000,40000,39500,39500,39500,39500,39500,39500,39000,39500,39500,39500,39500,39500,39500,39000,39000,,,,39000,,T0000105,SD
flat,0.046,45400,44900,44900,44900,44400,43900,44400,44400,43900,,,43900,43900,43900,43900,,42900,43400,43400,43400,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,42900,42900,42900,42900,42900,42400,41900,41900,41900,41500,41000,41500,41000,41000,41000,T0000105,SD
complex,0.0409,62500,62500,62000,61500,61000,60500,60000,59500,60000,59000,58500,59500,59000,59500,59500,59500,61000,60500,61000,62000,62000,63400,62900,62900,62900,62900,62900,62900,62900,62500,62900,44400,60000,59500,,,,,,,,,,,,,,,,,T0000105,SD
flat,0.0348,,,,,45400,,,44900,44900,,,,44900,44900,44900,45400,44900,44900,44900,44400,,,,,,,,,44900,44900,45400,44900,44900,45400,44900,,,,,,,,,,,,,,,,T0000105,SD
flat,0.0337,,,,,,43900,43900,,,,,,,,,,,,,,,,,,,,,,42900,,,,,,,,,,42900,42900,,43400,43400,43900,,,,,,,T0000105,SD
flat,0.0445,43400,43400,43900,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43400,42900,,,T0000105,SD
flat,0.023,,,,,,,,46300,,47300,46800,,46800,46800,46300,47300,46300,,,46300,,,,,,,,,,,,,,,,,,,,,,,,,,46300,,46800,47800,,T0000105,SD
flat,0.0517,,44900,45400,45400,45400,44900,44900,44900,44900,44900,44900,44400,44900,44900,44400,44400,44400,,44400,44400,44400,43900,43900,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,44900,44900,44900,44400,45800,46300,46300,46800,46800,46800,,,47300,46800,46800,T0000105,SD
flat,0.1034,40500,41000,41500,41500,41900,41900,42400,42400,42400,42400,42400,42400,42400,42400,41900,41900,41900,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,40500,40500,40500,40500,40500,40500,40000,40500,39500,39500,39000,,40000,40000,40500,,T0000105,SD
complex,0.0424,42400,42900,43400,43900,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,43400,42900,42900,42900,42900,42900,42900,43400,43900,44400,44900,44400,44900,44900,45400,45400,45400,45800,45800,45800,45800,45800,45800,45400,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,T0000105,SD
flat,0.0389,,,40500,,41500,41500,41500,,41500,,,,,,41500,41500,41500,41000,41000,41000,,,41000,41000,41000,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41500,41500,41900,41900,41900,41900,41900,42400,42400,42900,T0000105,SD
short,0.0051,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66400,66400,66400,66400,66400,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,66800,T0000105,SD
short,0.0066,46800,46800,46800,46800,,,,,,,,,,,,,,,,,,,,,,,,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46300,46300,46300,,T0000105,SD
flat,0.0235,36600,36600,35600,,,,,36100,36100,36100,36600,,,,35600,35600,35600,35600,36100,36100,36100,35600,35600,35600,35600,35600,35600,35600,35100,35100,35100,35100,35100,35100,34600,35100,34600,34600,34600,34600,34600,34100,34100,34100,34100,34100,,,33600,,T0000105,SD
flat,0.0424,,,,,,,,,,,,47800,48800,48800,47800,48800,48800,,47300,47300,47300,46800,46800,47300,46300,46300,46300,45800,,45400,45400,45800,45800,45400,45400,44900,,,44400,,,,,,,,,,,,T0000105,SD
flat,0.0409,,,,48800,49300,49300,,,48300,48800,48300,48300,,,,,,,,,,,,,,46300,46800,46800,46800,46300,,46300,46300,46300,46300,45800,45800,45800,45800,45400,45800,45800,45400,45400,45400,45800,,44900,45400,44400,T0000105,SD
flat,0.0281,,,,,,,,,,,35600,,,,,35600,,36100,35600,,36100,36100,36100,36600,36100,36600,36600,36100,36100,36600,36100,36100,36600,36100,36100,36100,36600,35600,,35600,,35600,35600,35600,,,,,,,T0000105,SD
upward ramp,0.0168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,39500,39500,39500,39500,39500,,41500,41500,41500,41900,41900,41500,,,41500,,,41900,,41500,T0000105,SD
step down,0.0578,,,,65400,29200,,,,,44900,44400,44400,44400,44400,44400,44400,44400,43900,44400,44400,44400,44400,44400,44400,,,43400,44900,44400,44400,45400,45400,45400,45400,45400,45400,45800,45800,45800,45800,46300,46300,46800,46800,47300,47300,47300,47800,47300,46800,T0000105,SD
flat,0.0133,,,,,39500,39500,,,,,,,,,,,39500,39500,39500,39500,39500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000105,SD
upward ramp,0.0337,,,,,,,,,,,,,,,,,,42900,43900,42900,,,43900,43900,,,,,,,,,,,,,,,,,,,,,,,,47300,47300,47800,T0000105,SD
short,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62500,62500,62500,62500,62500,62500,62500,62900,62900,62900,62900,62900,62900,62900,62900,T0000105,SD
flat,0.0481,41900,41900,41900,,,,41900,,,,41000,41000,41000,41000,41500,41000,40500,40500,,,,,,40500,,,,39500,39500,40000,,,,,,,,,39500,39500,40000,40500,39000,39500,39500,39500,,,,,T0000105,SD
flat,0.0184,46800,46800,46300,46300,46300,46800,46800,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,48300,48300,48300,47800,47800,47800,47800,47300,47800,,,47300,47300,48300,48300,47800,47800,47800,T0000105,SD
flat,0.0209,,,46800,46800,47300,47300,47300,47300,47800,47800,47800,47800,47800,47800,47800,48300,48300,48300,48300,48300,48800,48800,48800,48800,48800,48800,48800,48800,48800,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49800,49800,49800,49800,49800,T0000105,SD
flat,0.0563,42400,42900,42900,42900,42900,42900,43400,43400,42900,43900,43400,43900,43900,43400,43400,43400,43400,42900,42900,42900,42900,42400,42900,42400,42400,41900,41900,41900,41900,41900,,41500,41500,41900,41900,,,,41900,41500,41500,41900,,,,,,40500,40500,,T0000105,SD
short,0.0107,42400,42400,42400,42400,42400,42900,42900,42900,42900,42900,42900,42900,43900,43900,43400,43400,43400,43900,43900,43400,43400,44400,44400,44400,43900,43900,44400,44400,43900,43900,43900,44900,44900,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,T0000105,SD
short,0.0025,,,,,,,,,,,,,,,,,,,,,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,T0000105,SD
flat,0.1157,,,44400,44900,44900,44900,44900,44900,44400,,43900,44400,44400,,44900,44900,45400,44900,,,44400,44900,,,,,,,,,,,,44400,44900,44900,44900,44900,45400,45400,45400,44900,44900,44400,44400,44400,44400,43900,42900,42900,T0000105,SD
flat,0.0793,40500,41500,41900,41900,42400,42900,42900,42900,42900,42900,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,42900,,43400,43900,43900,43900,43900,43900,43900,44400,43900,,44400,44400,44400,44400,44400,44900,45400,45400,45800,45800,45800,45400,45400,T0000105,SD
short,0.0025,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000105,SD
flat,0.0235,48300,48300,47800,47800,47800,47800,48800,48300,48300,48300,48300,48300,48300,48300,48300,48800,,,,,,47800,47800,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,47800,47800,48300,48300,48300,48300,48300,48300,48300,47800,47800,47800,T0000105,SD
flat,0.1095,39500,,39500,40000,40000,40000,40000,40500,40000,40000,40000,40500,40500,40000,40000,40000,40000,40000,40000,39500,39500,39000,39000,39000,39000,,,,,,,39000,39000,39000,40000,39500,,,,,39000,39000,39000,,39500,40000,40000,40000,39500,39500,T0000105,SD
flat,0.0281,,,43900,43900,43900,,,,,,,,,,,43900,44900,44400,44900,44400,44400,45400,44900,45400,44900,45400,45400,,,,46800,45800,46800,46800,46300,46800,46300,46300,46800,,,,,,,,,,48300,,T0000105,SD
flat,0.0286,43400,42900,42900,42900,42900,42900,42400,43400,42400,42400,42900,42400,42900,42900,43400,43900,,43400,43900,43900,,,44400,44400,45400,44900,44900,44900,45400,44900,45400,45400,45400,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45800,T0000105,SD
flat,0.024,43400,43400,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43400,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400,41900,42400,42400,41900,42400,,41000,T0000105,SD
step down,0.0629,66800,67300,67300,,,,,,,,,,,,,,,,,71700,71700,71200,71700,71700,71700,72200,72200,71700,71700,,,,,,,,,,47800,48300,48300,48300,48800,49300,49300,49300,49800,49800,49800,,T0000105,SD
flat,0.0793,46800,47300,47300,47300,47300,47300,46800,46800,46800,46300,46300,45800,45800,45400,45400,45400,44900,44400,44400,43900,43900,43400,43400,42900,42900,42900,42900,42900,42400,42400,42400,41900,41900,41900,41900,41900,41500,41500,41500,41000,41500,41500,41500,42400,42400,42400,42900,43400,43400,,T0000105,SD
flat,0.1996,41500,41900,42400,41900,42400,41900,41500,41500,41000,40500,40500,40000,39500,39000,38500,38000,37500,37100,,36100,35600,,34100,33600,33200,32700,,,,32200,,,,,,,,,33600,34100,,34100,34100,34100,34100,34600,35600,36600,37100,,T0000105,SD
complex,0.15,39500,40500,41000,41000,41500,41500,41000,40500,40500,40000,39500,39500,39000,38500,38500,38000,38000,38000,38000,38500,39000,39000,39000,38500,38500,39000,39000,40000,39500,40000,39500,39000,39000,38500,38500,38000,37500,37500,37500,37100,37100,37100,37100,37500,38000,38000,38000,38000,38500,38000,T0000105,SD
complex,0.3973,40500,41000,41000,41500,41900,41900,45400,44900,,45400,43400,,42900,41500,,41900,41500,40000,41500,40500,40000,39500,39000,38500,38500,39000,39000,39000,,38000,38000,,,,37100,,,,,37100,,37100,37100,,36600,,,36600,36600,36100,T0000105,SD
flat-mz,0.0476,37100,37500,37500,38000,38000,38000,38500,38000,38500,38500,38500,38500,39000,40000,40500,40500,40500,40500,41000,41000,41000,41000,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,,,40000,41000,41000,,,,,38000,39000,38000,38000,T0000105,SD
flat-z,0.0184,54100,54100,54600,54600,54600,54600,54600,54100,54100,54100,53700,53700,53700,,54100,,,,53700,53700,53700,,55600,55600,55600,56100,56100,56100,56100,56600,57100,57100,57100,56600,56600,57100,56600,56600,56600,56600,56600,56600,56600,56100,56600,56100,56100,56100,56100,56100,T0000105,SD
flat,0.1607,33600,33600,34100,34100,34100,34100,,34100,35100,35100,35100,35600,35100,35100,,35100,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,35100,35100,35600,35100,35100,,35100,34600,35100,34600,35100,34600,35100,40000,34600,34600,34600,34100,34100,33600,33600,,33600,,T0000105,SD
flat,0.1628,33600,33200,34100,33600,34100,34100,34100,34100,34100,,,,,34100,34100,34100,34100,33600,33200,33200,,,,,,,,,,,33200,33600,34100,33200,34100,34100,33200,,,,,,,,34100,,,,,,T0000105,SD
flat,0.0179,44900,44900,45400,45400,45400,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,46300,46300,46300,46800,46800,46800,46800,47300,47300,47300,47300,47300,47300,47300,47800,47800,47800,47300,47300,47300,47300,47300,47300,47300,47300,47300,47800,47800,47800,47800,47800,47800,48300,,T0000105,SD
short,0.0081,,,,,57100,57100,57100,,,,,,,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57100,57100,57100,58100,58100,58100,,,,,,,,,,,T0000105,SD
short,0.0076,71200,71200,71200,71200,70300,70300,70300,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70300,70300,70300,70300,70300,70300,70300,70300,70300,69800,T0000105,SD
flat,0.0194,,,46800,45800,46800,46800,46300,46800,46800,46800,47300,47300,47800,47800,47800,47800,48300,48300,48300,48300,48300,48800,48800,48800,48800,48800,48800,48800,48800,48800,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,48800,48800,T0000105,SD
step down,0.0363,63400,63400,63900,63900,64400,64400,64400,,,,,,,,,,41500,41500,42400,42400,42900,43400,43400,43900,43900,43400,,,,44900,44900,45400,45400,45400,45800,45800,45400,45400,45400,45400,,45800,46300,46800,46300,46300,,,,,T0000105,SD
upward ramp,0.0179,64400,64400,64900,65400,65400,65400,65400,65400,65400,,66800,66800,66400,66400,66800,66800,66800,66800,66800,67300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68800,68800,68800,68800,68800,68800,68800,68800,68800,68800,68800,68800,68800,68300,,,T0000105,SD
short,0.004,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,62000,62000,62000,62000,62000,62000,61500,61500,61500,61500,61500,61500,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,,T0000105,SD
short,0.0081,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48800,48800,48800,48300,48300,48300,48300,48300,48300,49300,49300,49300,49300,49300,49300,49300,49300,49300,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,T0000105,SD
